5 Minutes,Lane 1 Flow (Veh/5 Minutes),# Lane Points,% Observed
21/03/2016 9:25,112,1,100
21/03/2016 9:30,107,1,100
21/03/2016 9:35,131,1,100
21/03/2016 9:40,104,1,100
21/03/2016 9:45,98,1,100
21/03/2016 9:50,97,1,100
21/03/2016 9:55,101,1,100
21/03/2016 10:00,112,1,100
21/03/2016 10:05,90,1,100
21/03/2016 10:10,109,1,100
21/03/2016 10:15,103,1,100
21/03/2016 10:20,116,1,100
21/03/2016 10:25,118,1,100
21/03/2016 10:30,90,1,100
21/03/2016 10:35,99,1,100
21/03/2016 10:40,88,1,100
21/03/2016 10:45,105,1,100
21/03/2016 10:50,102,1,100
21/03/2016 10:55,93,1,100
21/03/2016 11:00,95,1,100
21/03/2016 11:05,92,1,100
21/03/2016 11:10,115,1,100
21/03/2016 11:15,107,1,100
21/03/2016 11:20,88,1,100
21/03/2016 11:25,102,1,100
21/03/2016 11:30,118,1,100
21/03/2016 11:35,92,1,100
21/03/2016 11:40,122,1,100
21/03/2016 11:45,115,1,100
21/03/2016 11:50,104,1,100
21/03/2016 11:55,66,1,100
21/03/2016 12:00,84,1,100
21/03/2016 12:05,95,1,100
21/03/2016 12:10,92,1,100
21/03/2016 12:15,100,1,100
21/03/2016 12:20,106,1,100
21/03/2016 12:25,105,1,100
21/03/2016 12:30,95,1,100
21/03/2016 12:35,87,1,100
21/03/2016 12:40,96,1,100
21/03/2016 12:45,113,1,100
21/03/2016 12:50,105,1,100
21/03/2016 12:55,107,1,100
21/03/2016 13:00,92,1,100
21/03/2016 13:05,96,1,100
21/03/2016 13:10,90,1,100
21/03/2016 13:15,110,1,100
21/03/2016 13:20,98,1,100
21/03/2016 13:25,90,1,100
21/03/2016 13:30,103,1,100
21/03/2016 13:35,112,1,100
21/03/2016 13:40,88,1,100
21/03/2016 13:45,104,1,100
21/03/2016 13:50,92,1,100
21/03/2016 13:55,84,1,100
21/03/2016 14:00,80,1,100
21/03/2016 14:05,97,1,100
21/03/2016 14:10,86,1,100
21/03/2016 14:15,122,1,100
21/03/2016 14:20,88,1,100
21/03/2016 14:25,93,1,100
21/03/2016 14:30,92,1,100
21/03/2016 14:35,112,1,100
21/03/2016 14:40,121,1,100
21/03/2016 14:45,129,1,100
21/03/2016 14:50,110,1,100
21/03/2016 14:55,111,1,100
21/03/2016 15:00,94,1,100
21/03/2016 15:05,99,1,100
21/03/2016 15:10,100,1,100
21/03/2016 15:15,116,1,100
21/03/2016 15:20,99,1,100
21/03/2016 15:25,91,1,100
21/03/2016 15:30,91,1,100
21/03/2016 15:35,93,1,100
21/03/2016 15:40,102,1,100
21/03/2016 15:45,101,1,100
21/03/2016 15:50,102,1,100
21/03/2016 15:55,88,1,100
21/03/2016 16:00,116,1,100
21/03/2016 16:05,91,1,100
21/03/2016 16:10,87,1,100
21/03/2016 16:15,84,1,100
21/03/2016 16:20,82,1,100
21/03/2016 16:25,79,1,100
21/03/2016 16:30,80,1,100
21/03/2016 16:35,83,1,100
21/03/2016 16:40,80,1,100
21/03/2016 16:45,86,1,100
21/03/2016 16:50,74,1,100
21/03/2016 16:55,71,1,100
21/03/2016 17:00,74,1,100
21/03/2016 17:05,70,1,100
21/03/2016 17:10,85,1,100
21/03/2016 17:15,100,1,100
21/03/2016 17:20,103,1,100
21/03/2016 17:25,91,1,100
21/03/2016 17:30,71,1,100
21/03/2016 17:35,77,1,100
21/03/2016 17:40,85,1,100
21/03/2016 17:45,95,1,100
21/03/2016 17:50,77,1,100
21/03/2016 17:55,74,1,100
21/03/2016 18:00,81,1,100
21/03/2016 18:05,76,1,100
21/03/2016 18:10,71,1,100
21/03/2016 18:15,79,1,100
21/03/2016 18:20,74,1,100
21/03/2016 18:25,71,1,100
21/03/2016 18:30,80,1,100
21/03/2016 18:35,82,1,100
21/03/2016 18:40,74,1,100
21/03/2016 18:45,77,1,100
21/03/2016 18:50,85,1,100
21/03/2016 18:55,68,1,100
21/03/2016 19:00,66,1,100
21/03/2016 19:05,66,1,100
21/03/2016 19:10,67,1,100
21/03/2016 19:15,86,1,100
21/03/2016 19:20,78,1,100
21/03/2016 19:25,61,1,100
21/03/2016 19:30,56,1,100
21/03/2016 19:35,67,1,100
21/03/2016 19:40,65,1,100
21/03/2016 19:45,71,1,100
21/03/2016 19:50,61,1,100
21/03/2016 19:55,55,1,100
21/03/2016 20:00,65,1,100
21/03/2016 20:05,53,1,100
21/03/2016 20:10,70,1,100
21/03/2016 20:15,51,1,100
21/03/2016 20:20,59,1,100
21/03/2016 20:25,72,1,100
21/03/2016 20:30,63,1,100
21/03/2016 20:35,59,1,100
21/03/2016 20:40,50,1,100
21/03/2016 20:45,41,1,100
21/03/2016 20:50,48,1,100
21/03/2016 20:55,38,1,100
21/03/2016 21:00,54,1,100
21/03/2016 21:05,41,1,100
21/03/2016 21:10,60,1,100
21/03/2016 21:15,51,1,100
21/03/2016 21:20,43,1,100
21/03/2016 21:25,53,1,100
21/03/2016 21:30,58,1,100
21/03/2016 21:35,48,1,100
21/03/2016 21:40,45,1,100
21/03/2016 21:45,39,1,100
21/03/2016 21:50,41,1,100
21/03/2016 21:55,28,1,100
21/03/2016 22:00,33,1,100
21/03/2016 22:05,43,1,100
21/03/2016 22:10,24,1,100
21/03/2016 22:15,32,1,100
21/03/2016 22:20,43,1,100
21/03/2016 22:25,35,1,100
21/03/2016 22:30,32,1,100
21/03/2016 22:35,28,1,100
21/03/2016 22:40,26,1,100
21/03/2016 22:45,26,1,100
21/03/2016 22:50,26,1,100
21/03/2016 22:55,21,1,100
21/03/2016 23:00,23,1,100
21/03/2016 23:05,17,1,100
21/03/2016 23:10,15,1,100
21/03/2016 23:15,18,1,100
21/03/2016 23:20,16,1,100
21/03/2016 23:25,14,1,100
21/03/2016 23:30,17,1,100
21/03/2016 23:35,16,1,100
21/03/2016 23:40,8,1,100
21/03/2016 23:45,17,1,100
21/03/2016 23:50,17,1,100
21/03/2016 23:55,14,1,100
28/03/2016 0:00,22,1,100
28/03/2016 0:05,18,1,100
28/03/2016 0:10,16,1,100
28/03/2016 0:15,17,1,100
28/03/2016 0:20,16,1,100
28/03/2016 0:25,16,1,100
28/03/2016 0:30,12,1,100
28/03/2016 0:35,10,1,100
28/03/2016 0:40,12,1,100
28/03/2016 0:45,19,1,100
28/03/2016 0:50,11,1,100
28/03/2016 0:55,11,1,100
28/03/2016 1:00,8,1,100
28/03/2016 1:05,8,1,100
28/03/2016 1:10,4,1,100
28/03/2016 1:15,10,1,100
28/03/2016 1:20,4,1,100
28/03/2016 1:25,10,1,100
28/03/2016 1:30,10,1,100
28/03/2016 1:35,7,1,100
28/03/2016 1:40,4,1,100
28/03/2016 1:45,9,1,100
28/03/2016 1:50,7,1,100
28/03/2016 1:55,2,1,100
28/03/2016 2:00,12,1,100
28/03/2016 2:05,5,1,100
28/03/2016 2:10,11,1,100
28/03/2016 2:15,6,1,100
28/03/2016 2:20,5,1,100
28/03/2016 2:25,4,1,100
28/03/2016 2:30,6,1,100
28/03/2016 2:35,1,1,100
28/03/2016 2:40,8,1,100
28/03/2016 2:45,1,1,100
28/03/2016 2:50,6,1,100
28/03/2016 2:55,8,1,100
28/03/2016 3:00,7,1,100
28/03/2016 3:05,4,1,100
28/03/2016 3:10,7,1,100
28/03/2016 3:15,9,1,100
28/03/2016 3:20,11,1,100
28/03/2016 3:25,7,1,100
28/03/2016 3:30,9,1,100
28/03/2016 3:35,14,1,100
28/03/2016 3:40,9,1,100
28/03/2016 3:45,12,1,100
28/03/2016 3:50,10,1,100
28/03/2016 3:55,9,1,100
28/03/2016 4:00,8,1,100
28/03/2016 4:05,17,1,100
28/03/2016 4:10,18,1,100
28/03/2016 4:15,23,1,100
28/03/2016 4:20,17,1,100
28/03/2016 4:25,24,1,100
28/03/2016 4:30,28,1,100
28/03/2016 4:35,40,1,100
28/03/2016 4:40,36,1,100
28/03/2016 4:45,45,1,100
28/03/2016 4:50,60,1,100
28/03/2016 4:55,49,1,100
28/03/2016 5:00,56,1,100
28/03/2016 5:05,60,1,100
28/03/2016 5:10,58,1,100
28/03/2016 5:15,84,1,100
28/03/2016 5:20,69,1,100
28/03/2016 5:25,76,1,100
28/03/2016 5:30,76,1,100
28/03/2016 5:35,91,1,100
28/03/2016 5:40,100,1,100
28/03/2016 5:45,103,1,100
28/03/2016 5:50,102,1,100
28/03/2016 5:55,96,1,100
28/03/2016 6:00,130,1,100
28/03/2016 6:05,119,1,100
28/03/2016 6:10,101,1,100
28/03/2016 6:15,116,1,100
28/03/2016 6:20,128,1,100
28/03/2016 6:25,128,1,100
28/03/2016 6:30,144,1,100
28/03/2016 6:35,145,1,100
28/03/2016 6:40,133,1,100
28/03/2016 6:45,146,1,100
28/03/2016 6:50,137,1,100
28/03/2016 6:55,128,1,100
28/03/2016 7:00,127,1,100
28/03/2016 7:05,129,1,100
28/03/2016 7:10,113,1,100
28/03/2016 7:15,94,1,100
28/03/2016 7:20,83,1,100
28/03/2016 7:25,93,1,100
28/03/2016 7:30,95,1,100
28/03/2016 7:35,83,1,100
28/03/2016 7:40,85,1,100
28/03/2016 7:45,71,1,100
28/03/2016 7:50,60,1,100
28/03/2016 7:55,57,1,100
28/03/2016 8:00,73,1,100
28/03/2016 8:05,66,1,100
28/03/2016 8:10,61,1,100
28/03/2016 8:15,70,1,100
28/03/2016 8:20,61,1,100
28/03/2016 8:25,71,1,100
28/03/2016 8:30,62,1,100
28/03/2016 8:35,71,1,100
28/03/2016 8:40,77,1,100
28/03/2016 8:45,64,1,100
28/03/2016 8:50,77,1,100
28/03/2016 8:55,81,1,100
28/03/2016 9:00,73,1,100
28/03/2016 9:05,88,1,100
28/03/2016 9:10,97,1,100
28/03/2016 9:15,85,1,100
28/03/2016 9:20,126,1,100
28/03/2016 9:25,101,1,100
28/03/2016 9:30,98,1,100
28/03/2016 9:35,129,1,100
28/03/2016 9:40,103,1,100
28/03/2016 9:45,95,1,100
28/03/2016 9:50,101,1,100
28/03/2016 9:55,111,1,100
28/03/2016 10:00,101,1,100
28/03/2016 10:05,115,1,100
28/03/2016 10:10,101,1,100
28/03/2016 10:15,118,1,100
28/03/2016 10:20,116,1,100
28/03/2016 10:25,101,1,100
28/03/2016 10:30,117,1,100
28/03/2016 10:35,115,1,100
28/03/2016 10:40,121,1,100
28/03/2016 10:45,100,1,100
28/03/2016 10:50,114,1,100
28/03/2016 10:55,107,1,100
28/03/2016 11:00,112,1,100
28/03/2016 11:05,100,1,100
28/03/2016 11:10,103,1,100
28/03/2016 11:15,108,1,100
28/03/2016 11:20,104,1,100
28/03/2016 11:25,105,1,100
28/03/2016 11:30,123,1,100
28/03/2016 11:35,87,1,100
28/03/2016 11:40,107,1,100
28/03/2016 11:45,100,1,100
28/03/2016 11:50,110,1,100
28/03/2016 11:55,92,1,100
28/03/2016 12:00,106,1,100
28/03/2016 12:05,104,1,100
28/03/2016 12:10,98,1,100
28/03/2016 12:15,92,1,100
28/03/2016 12:20,98,1,100
28/03/2016 12:25,103,1,100
28/03/2016 12:30,98,1,100
28/03/2016 12:35,94,1,100
28/03/2016 12:40,90,1,100
28/03/2016 12:45,97,1,100
28/03/2016 12:50,88,1,100
28/03/2016 12:55,98,1,100
28/03/2016 13:00,97,1,100
28/03/2016 13:05,106,1,100
28/03/2016 13:10,80,1,100
28/03/2016 13:15,109,1,100
28/03/2016 13:20,102,1,100
28/03/2016 13:25,90,1,100
28/03/2016 13:30,79,1,100
28/03/2016 13:35,94,1,100
28/03/2016 13:40,96,1,100
28/03/2016 13:45,88,1,100
28/03/2016 13:50,91,1,100
28/03/2016 13:55,94,1,100
28/03/2016 14:00,90,1,100
28/03/2016 14:05,91,1,100
28/03/2016 14:10,84,1,100
28/03/2016 14:15,122,1,100
28/03/2016 14:20,104,1,100
28/03/2016 14:25,103,1,100
28/03/2016 14:30,91,1,100
28/03/2016 14:35,108,1,100
28/03/2016 14:40,109,1,100
28/03/2016 14:45,114,1,100
28/03/2016 14:50,102,1,100
28/03/2016 14:55,79,1,100
28/03/2016 15:00,94,1,100
28/03/2016 15:05,91,1,100
28/03/2016 15:10,111,1,100
28/03/2016 15:15,104,1,100
28/03/2016 15:20,93,1,100
28/03/2016 15:25,110,1,100
28/03/2016 15:30,78,1,100
28/03/2016 15:35,92,1,100
28/03/2016 15:40,112,1,100
28/03/2016 15:45,97,1,100
28/03/2016 15:50,95,1,100
28/03/2016 15:55,89,1,100
28/03/2016 16:00,88,1,100
28/03/2016 16:05,93,1,100
28/03/2016 16:10,81,1,100
28/03/2016 16:15,105,1,100
28/03/2016 16:20,106,1,100
28/03/2016 16:25,100,1,100
28/03/2016 16:30,74,1,100
28/03/2016 16:35,78,1,100
28/03/2016 16:40,103,1,100
28/03/2016 16:45,84,1,100
28/03/2016 16:50,94,1,100
28/03/2016 16:55,80,1,100
28/03/2016 17:00,94,1,100
28/03/2016 17:05,91,1,100
28/03/2016 17:10,117,1,100
28/03/2016 17:15,107,1,100
28/03/2016 17:20,112,1,100
28/03/2016 17:25,98,1,100
28/03/2016 17:30,71,1,100
28/03/2016 17:35,89,1,100
28/03/2016 17:40,82,1,100
28/03/2016 17:45,85,1,100
28/03/2016 17:50,79,1,100
28/03/2016 17:55,90,1,100
28/03/2016 18:00,60,1,100
28/03/2016 18:05,76,1,100
28/03/2016 18:10,87,1,100
28/03/2016 18:15,70,1,100
28/03/2016 18:20,77,1,100
28/03/2016 18:25,87,1,100
28/03/2016 18:30,67,1,100
28/03/2016 18:35,68,1,100
28/03/2016 18:40,75,1,100
28/03/2016 18:45,67,1,100
28/03/2016 18:50,72,1,100
28/03/2016 18:55,56,1,100
28/03/2016 19:00,63,1,100
28/03/2016 19:05,65,1,100
28/03/2016 19:10,73,1,100
28/03/2016 19:15,62,1,100
28/03/2016 19:20,73,1,100
28/03/2016 19:25,60,1,100
28/03/2016 19:30,71,1,100
28/03/2016 19:35,60,1,100
28/03/2016 19:40,61,1,100
28/03/2016 19:45,63,1,100
28/03/2016 19:50,72,1,100
28/03/2016 19:55,57,1,100
28/03/2016 20:00,55,1,100
28/03/2016 20:05,61,1,100
28/03/2016 20:10,53,1,100
28/03/2016 20:15,57,1,100
28/03/2016 20:20,49,1,100
28/03/2016 20:25,54,1,100
28/03/2016 20:30,68,1,100
28/03/2016 20:35,48,1,100
28/03/2016 20:40,48,1,100
28/03/2016 20:45,53,1,100
28/03/2016 20:50,47,1,100
28/03/2016 20:55,36,1,100
28/03/2016 21:00,52,1,100
28/03/2016 21:05,51,1,100
28/03/2016 21:10,69,1,100
28/03/2016 21:15,57,1,100
28/03/2016 21:20,44,1,100
28/03/2016 21:25,44,1,100
28/03/2016 21:30,44,1,100
28/03/2016 21:35,55,1,100
28/03/2016 21:40,46,1,100
28/03/2016 21:45,37,1,100
28/03/2016 21:50,34,1,100
28/03/2016 21:55,36,1,100
28/03/2016 22:00,31,1,100
28/03/2016 22:05,32,1,100
28/03/2016 22:10,37,1,100
28/03/2016 22:15,33,1,100
28/03/2016 22:20,34,1,100
28/03/2016 22:25,23,1,100
28/03/2016 22:30,36,1,100
28/03/2016 22:35,28,1,100
28/03/2016 22:40,18,1,100
28/03/2016 22:45,24,1,100
28/03/2016 22:50,17,1,100
28/03/2016 22:55,16,1,100
28/03/2016 23:00,15,1,100
28/03/2016 23:05,16,1,100
28/03/2016 23:10,15,1,100
28/03/2016 23:15,24,1,100
28/03/2016 23:20,17,1,100
28/03/2016 23:25,14,1,100
28/03/2016 23:30,22,1,100
28/03/2016 23:35,12,1,100
28/03/2016 23:40,15,1,100
28/03/2016 23:45,23,1,100
28/03/2016 23:50,13,1,100
28/03/2016 23:55,12,1,100
30/03/2016 0:00,8,1,100
30/03/2016 0:05,9,1,100
30/03/2016 0:10,6,1,100
30/03/2016 0:15,19,1,100
30/03/2016 0:20,9,1,100
30/03/2016 0:25,10,1,100
30/03/2016 0:30,13,1,100
30/03/2016 0:35,7,1,100
30/03/2016 0:40,10,1,100
30/03/2016 0:45,5,1,100
30/03/2016 0:50,3,1,100
30/03/2016 0:55,7,1,100
30/03/2016 1:00,4,1,100
30/03/2016 1:05,6,1,100
30/03/2016 1:10,3,1,100
30/03/2016 1:15,8,1,100
30/03/2016 1:20,4,1,100
30/03/2016 1:25,5,1,100
30/03/2016 1:30,4,1,100
30/03/2016 1:35,6,1,100
30/03/2016 1:40,4,1,100
30/03/2016 1:45,2,1,100
30/03/2016 1:50,2,1,100
30/03/2016 1:55,7,1,100
30/03/2016 2:00,3,1,100
30/03/2016 2:05,6,1,100
30/03/2016 2:10,3,1,100
30/03/2016 2:15,2,1,100
30/03/2016 2:20,4,1,100
30/03/2016 2:25,4,1,100
30/03/2016 2:30,11,1,100
30/03/2016 2:35,12,1,100
30/03/2016 2:40,9,1,100
30/03/2016 2:45,1,1,100
30/03/2016 2:50,6,1,100
30/03/2016 2:55,4,1,100
30/03/2016 3:00,5,1,100
30/03/2016 3:05,1,1,100
30/03/2016 3:10,6,1,100
30/03/2016 3:15,7,1,100
30/03/2016 3:20,5,1,100
30/03/2016 3:25,5,1,100
30/03/2016 3:30,7,1,100
30/03/2016 3:35,8,1,100
30/03/2016 3:40,7,1,100
30/03/2016 3:45,9,1,100
30/03/2016 3:50,13,1,100
30/03/2016 3:55,9,1,100
30/03/2016 4:00,10,1,100
30/03/2016 4:05,9,1,100
30/03/2016 4:10,17,1,100
30/03/2016 4:15,8,1,100
30/03/2016 4:20,10,1,100
30/03/2016 4:25,22,1,100
30/03/2016 4:30,22,1,100
30/03/2016 4:35,26,1,100
30/03/2016 4:40,38,1,100
30/03/2016 4:45,36,1,100
30/03/2016 4:50,32,1,100
30/03/2016 4:55,38,1,100
30/03/2016 5:00,42,1,100
30/03/2016 5:05,41,1,100
30/03/2016 5:10,53,1,100
30/03/2016 5:15,65,1,100
30/03/2016 5:20,62,1,100
30/03/2016 5:25,49,1,100
30/03/2016 5:30,70,1,100
30/03/2016 5:35,98,1,100
30/03/2016 5:40,99,1,100
30/03/2016 5:45,97,1,100
30/03/2016 5:50,96,1,100
30/03/2016 5:55,93,1,100
30/03/2016 6:00,93,1,100
30/03/2016 6:05,107,1,100
30/03/2016 6:10,103,1,100
30/03/2016 6:15,127,1,100
30/03/2016 6:20,134,1,100
30/03/2016 6:25,142,1,100
30/03/2016 6:30,137,1,100
30/03/2016 6:35,149,1,100
30/03/2016 6:40,171,1,100
30/03/2016 6:45,171,1,100
30/03/2016 6:50,167,1,100
30/03/2016 6:55,166,1,100
30/03/2016 7:00,169,1,100
30/03/2016 7:05,126,1,100
30/03/2016 7:10,123,1,100
30/03/2016 7:15,113,1,100
30/03/2016 7:20,128,1,100
30/03/2016 7:25,105,1,100
30/03/2016 7:30,107,1,100
30/03/2016 7:35,73,1,100
30/03/2016 7:40,93,1,100
30/03/2016 7:45,92,1,100
30/03/2016 7:50,92,1,100
30/03/2016 7:55,91,1,100
30/03/2016 8:00,95,1,100
30/03/2016 8:05,84,1,100
30/03/2016 8:10,88,1,100
30/03/2016 8:15,93,1,100
30/03/2016 8:20,80,1,100
30/03/2016 8:25,99,1,100
30/03/2016 8:30,104,1,100
30/03/2016 8:35,94,1,100
30/03/2016 8:40,73,1,100
30/03/2016 8:45,91,1,100
30/03/2016 8:50,85,1,100
30/03/2016 8:55,83,1,100
30/03/2016 9:00,86,1,100
30/03/2016 9:05,102,1,100
30/03/2016 9:10,84,1,100
30/03/2016 9:15,116,1,100
30/03/2016 9:20,127,1,100
30/03/2016 9:25,116,1,100
30/03/2016 9:30,129,1,100
30/03/2016 9:35,114,1,100
30/03/2016 9:40,109,1,100
30/03/2016 9:45,114,1,100
30/03/2016 9:50,117,1,100
30/03/2016 9:55,126,1,100
30/03/2016 10:00,91,1,100
30/03/2016 10:05,109,1,100
30/03/2016 10:10,103,1,100
30/03/2016 10:15,117,1,100
30/03/2016 10:20,103,1,100
30/03/2016 10:25,101,1,100
30/03/2016 10:30,124,1,100
30/03/2016 10:35,103,1,100
30/03/2016 10:40,111,1,100
30/03/2016 10:45,99,1,100
30/03/2016 10:50,102,1,100
30/03/2016 10:55,97,1,100
30/03/2016 11:00,110,1,100
30/03/2016 11:05,110,1,100
30/03/2016 11:10,120,1,100
30/03/2016 11:15,110,1,100
30/03/2016 11:20,108,1,100
30/03/2016 11:25,94,1,100
30/03/2016 11:30,100,1,100
30/03/2016 11:35,100,1,100
30/03/2016 11:40,106,1,100
30/03/2016 11:45,88,1,100
30/03/2016 11:50,96,1,100
30/03/2016 11:55,88,1,100
30/03/2016 12:00,98,1,100
30/03/2016 12:05,81,1,100
30/03/2016 12:10,91,1,100
30/03/2016 12:15,86,1,100
30/03/2016 12:20,92,1,100
30/03/2016 12:25,106,1,100
30/03/2016 12:30,75,1,100
30/03/2016 12:35,94,1,100
30/03/2016 12:40,112,1,100
30/03/2016 12:45,86,1,100
30/03/2016 12:50,97,1,100
30/03/2016 12:55,85,1,100
30/03/2016 13:00,91,1,100
30/03/2016 13:05,88,1,100
30/03/2016 13:10,82,1,100
30/03/2016 13:15,116,1,100
30/03/2016 13:20,94,1,100
30/03/2016 13:25,97,1,100
30/03/2016 13:30,109,1,100
30/03/2016 13:35,112,1,100
30/03/2016 13:40,98,1,100
30/03/2016 13:45,111,1,100
30/03/2016 13:50,110,1,100
30/03/2016 13:55,100,1,100
30/03/2016 14:00,104,1,100
30/03/2016 14:05,110,1,100
30/03/2016 14:10,103,1,100
30/03/2016 14:15,86,1,100
30/03/2016 14:20,86,1,100
30/03/2016 14:25,92,1,100
30/03/2016 14:30,98,1,100
30/03/2016 14:35,99,1,100
30/03/2016 14:40,112,1,100
30/03/2016 14:45,116,1,100
30/03/2016 14:50,84,1,100
30/03/2016 14:55,95,1,100
30/03/2016 15:00,98,1,100
30/03/2016 15:05,90,1,100
30/03/2016 15:10,95,1,100
30/03/2016 15:15,96,1,100
30/03/2016 15:20,121,1,100
30/03/2016 15:25,93,1,100
30/03/2016 15:30,106,1,100
30/03/2016 15:35,110,1,100
30/03/2016 15:40,110,1,100
30/03/2016 15:45,115,1,100
30/03/2016 15:50,94,1,100
30/03/2016 15:55,99,1,100
30/03/2016 16:00,95,1,100
30/03/2016 16:05,91,1,100
30/03/2016 16:10,93,1,100
30/03/2016 16:15,115,1,100
30/03/2016 16:20,99,1,100
30/03/2016 16:25,99,1,100
30/03/2016 16:30,77,1,100
30/03/2016 16:35,98,1,100
30/03/2016 16:40,88,1,100
30/03/2016 16:45,104,1,100
30/03/2016 16:50,102,1,100
30/03/2016 16:55,100,1,100
30/03/2016 17:00,91,1,100
30/03/2016 17:05,92,1,100
30/03/2016 17:10,95,1,100
30/03/2016 17:15,111,1,100
30/03/2016 17:20,102,1,100
30/03/2016 17:25,99,1,100
30/03/2016 17:30,96,1,100
30/03/2016 17:35,95,1,100
30/03/2016 17:40,85,1,100
30/03/2016 17:45,91,1,100
30/03/2016 17:50,97,1,100
30/03/2016 17:55,62,1,100
30/03/2016 18:00,72,1,100
30/03/2016 18:05,67,1,100
30/03/2016 18:10,75,1,100
30/03/2016 18:15,89,1,100
30/03/2016 18:20,78,1,100
30/03/2016 18:25,77,1,100
30/03/2016 18:30,70,1,100
30/03/2016 18:35,87,1,100
30/03/2016 18:40,88,1,100
30/03/2016 18:45,84,1,100
30/03/2016 18:50,86,1,100
30/03/2016 18:55,87,1,100
30/03/2016 19:00,78,1,100
30/03/2016 19:05,69,1,100
30/03/2016 19:10,79,1,100
30/03/2016 19:15,70,1,100
30/03/2016 19:20,65,1,100
30/03/2016 19:25,72,1,100
30/03/2016 19:30,76,1,100
30/03/2016 19:35,69,1,100
30/03/2016 19:40,81,1,100
30/03/2016 19:45,74,1,100
30/03/2016 19:50,69,1,100
30/03/2016 19:55,71,1,100
30/03/2016 20:00,54,1,100
30/03/2016 20:05,62,1,100
30/03/2016 20:10,43,1,100
30/03/2016 20:15,57,1,100
30/03/2016 20:20,72,1,100
30/03/2016 20:25,67,1,100
30/03/2016 20:30,59,1,100
30/03/2016 20:35,55,1,100
30/03/2016 20:40,59,1,100
30/03/2016 20:45,47,1,100
30/03/2016 20:50,49,1,100
30/03/2016 20:55,52,1,100
30/03/2016 21:00,49,1,100
30/03/2016 21:05,45,1,100
30/03/2016 21:10,48,1,100
30/03/2016 21:15,65,1,100
30/03/2016 21:20,52,1,100
30/03/2016 21:25,45,1,100
30/03/2016 21:30,49,1,100
30/03/2016 21:35,45,1,100
30/03/2016 21:40,49,1,100
30/03/2016 21:45,43,1,100
30/03/2016 21:50,39,1,100
30/03/2016 21:55,45,1,100
30/03/2016 22:00,32,1,100
30/03/2016 22:05,45,1,100
30/03/2016 22:10,39,1,100
30/03/2016 22:15,37,1,100
30/03/2016 22:20,37,1,100
30/03/2016 22:25,32,1,100
30/03/2016 22:30,33,1,100
30/03/2016 22:35,27,1,100
30/03/2016 22:40,22,1,100
30/03/2016 22:45,29,1,100
30/03/2016 22:50,26,1,100
30/03/2016 22:55,25,1,100
30/03/2016 23:00,23,1,100
30/03/2016 23:05,17,1,100
30/03/2016 23:10,22,1,100
30/03/2016 23:15,18,1,100
30/03/2016 23:20,13,1,100
30/03/2016 23:25,21,1,100
30/03/2016 23:30,16,1,100
30/03/2016 23:35,18,1,100
30/03/2016 23:40,14,1,100
30/03/2016 23:45,18,1,100
30/03/2016 23:50,19,1,100
30/03/2016 23:55,13,1,100
31/03/2016 0:00,11,1,100
31/03/2016 0:05,17,1,100
31/03/2016 0:10,14,1,100
31/03/2016 0:15,15,1,100
31/03/2016 0:20,5,1,100
31/03/2016 0:25,14,1,100
31/03/2016 0:30,10,1,100
31/03/2016 0:35,7,1,100
31/03/2016 0:40,13,1,100
31/03/2016 0:45,10,1,100
31/03/2016 0:50,10,1,100
31/03/2016 0:55,10,1,100
31/03/2016 1:00,10,1,100
31/03/2016 1:05,5,1,100
31/03/2016 1:10,7,1,100
31/03/2016 1:15,7,1,100
31/03/2016 1:20,9,1,100
31/03/2016 1:25,5,1,100
31/03/2016 1:30,7,1,100
31/03/2016 1:35,7,1,100
31/03/2016 1:40,10,1,100
31/03/2016 1:45,9,1,100
31/03/2016 1:50,4,1,100
31/03/2016 1:55,3,1,100
31/03/2016 2:00,3,1,100
31/03/2016 2:05,5,1,100
31/03/2016 2:10,4,1,100
31/03/2016 2:15,7,1,100
31/03/2016 2:20,2,1,100
31/03/2016 2:25,5,1,100
31/03/2016 2:30,5,1,100
31/03/2016 2:35,4,1,100
31/03/2016 2:40,5,1,100
31/03/2016 2:45,7,1,100
31/03/2016 2:50,9,1,100
31/03/2016 2:55,3,1,100
31/03/2016 3:00,4,1,100
31/03/2016 3:05,2,1,100
31/03/2016 3:10,4,1,100
31/03/2016 3:15,1,1,100
31/03/2016 3:20,6,1,100
31/03/2016 3:25,6,1,100
31/03/2016 3:30,7,1,100
31/03/2016 3:35,10,1,100
31/03/2016 3:40,7,1,100
31/03/2016 3:45,10,1,100
31/03/2016 3:50,10,1,100
31/03/2016 3:55,6,1,100
31/03/2016 4:00,8,1,100
31/03/2016 4:05,10,1,100
31/03/2016 4:10,13,1,100
31/03/2016 4:15,10,1,100
31/03/2016 4:20,18,1,100
31/03/2016 4:25,25,1,100
31/03/2016 4:30,15,1,100
31/03/2016 4:35,26,1,100
31/03/2016 4:40,32,1,100
31/03/2016 4:45,37,1,100
31/03/2016 4:50,32,1,100
31/03/2016 4:55,39,1,100
31/03/2016 5:00,47,1,100
31/03/2016 5:05,50,1,100
31/03/2016 5:10,48,1,100
31/03/2016 5:15,84,1,100
31/03/2016 5:20,55,1,100
31/03/2016 5:25,76,1,100
31/03/2016 5:30,78,1,100
31/03/2016 5:35,79,1,100
31/03/2016 5:40,95,1,100
31/03/2016 5:45,96,1,100
